outcome,deck1,deck2,level_1,level_2,hitpoint_1,elixir_1,hitpoint_2,elixir_2
True,"['Skeletons', 'Zap', 'Elite Barbarians', 'Dart Goblin', 'The Log', 'Valkyrie', 'Tesla', 'Mega Knight']","['Prince', 'Skeleton Army', 'Minion Horde', 'Baby Dragon', 'Arrows', 'Balloon', 'Wizard', 'Witch']","[9, 14, 14, 11, 3, 12, 12, 5]","[9, 9, 14, 9, 14, 9, 12, 9]","[67.0, 0.0, 1552.0, 260.0, 0.0, 2190.0, 1264.0, 0.0]",29.0,"[1615.0, 67.0, 305.0, 1064.0, 0.0, 1396.0, 792.0, 696.0]",35.0
True,"['Skeletons', 'Zap', 'Elite Barbarians', 'Dart Goblin', 'The Log', 'Valkyrie', 'Tesla', 'Mega Knight']","['Valkyrie', 'Wizard', 'Golem', 'Rage', 'Fireball', 'Elite Barbarians', 'Witch', 'Minion Horde']","[9, 14, 14, 11, 3, 12, 12, 5]","[12, 12, 9, 9, 12, 14, 9, 14]","[67.0, 0.0, 1552.0, 260.0, 0.0, 2190.0, 1264.0, 0.0]",29.0,"[2190.0, 792.0, 4256.0, 0.0, 757.0, 1552.0, 696.0, 305.0]",39.0
True,"['Skeletons', 'Zap', 'Elite Barbarians', 'Dart Goblin', 'The Log', 'Valkyrie', 'Tesla', 'Mega Knight']","['Dart Goblin', 'The Log', 'Princess', 'Rocket', 'Ice Spirit', 'Knight', 'Goblin Barrel', 'Inferno Tower']","[9, 14, 14, 11, 3, 12, 12, 5]","[11, 5, 4, 10, 12, 13, 9, 10]","[67.0, 0.0, 1552.0, 260.0, 0.0, 2190.0, 1264.0, 0.0]",29.0,"[260.0, 0.0, 0.0, 0.0, 252.0, 2014.0, 167.0, 1592.0]",26.0
True,"['Skeletons', 'Zap', 'Elite Barbarians', 'Dart Goblin', 'The Log', 'Valkyrie', 'Tesla', 'Mega Knight']","['Inferno Dragon', 'Witch', 'Wizard', 'The Log', 'Elite Barbarians', 'Dark Prince', 'Valkyrie', 'Clone']","[9, 14, 14, 11, 3, 12, 12, 5]","[6, 9, 12, 4, 13, 9, 12, 5]","[67.0, 0.0, 1552.0, 260.0, 0.0, 2190.0, 1264.0, 0.0]",29.0,"[0.0, 696.0, 792.0, 0.0, 1415.0, 199.0, 2190.0, 0.0]",33.0
False,"['Elite Barbarians', 'Three Musketeers', 'Mirror', 'Elixir Collector', 'Knight', 'Minions', 'P.E.K.K.A', 'Zap']","['Giant Skeleton', 'Bomb Tower', 'Balloon', 'Electro Wizard', 'Zap', 'Fireball', 'Royal Giant', 'Hunter']","[14, 12, 9, 12, 12, 13, 8, 13]","[9, 12, 8, 6, 13, 12, 14, 9]","[1552.0, 792.0, 0.0, 1176.0, 1832.0, 278.0, 2843.0, 0.0]",36.0,"[2793.0, 1491.0, 1270.0, 0.0, 0.0, 757.0, 4068.0, 696.0]",35.0
False,"['Elite Barbarians', 'Three Musketeers', 'Mirror', 'Elixir Collector', 'Knight', 'Minions', 'P.E.K.K.A', 'Zap']","['Mega Knight', 'Witch', 'Ram Rider', 'Wizard', 'Lumberjack', 'Fireball', 'Mirror', 'Skeleton Army']","[14, 12, 9, 12, 12, 13, 8, 13]","[6, 9, 6, 12, 6, 12, 9, 9]","[1552.0, 792.0, 0.0, 1176.0, 1832.0, 278.0, 2843.0, 0.0]",36.0,"[0.0, 696.0, 0.0, 792.0, 0.0, 757.0, 0.0, 67.0]",33.0
False,"['Elite Barbarians', 'Three Musketeers', 'Mirror', 'Elixir Collector', 'Knight', 'Minions', 'P.E.K.K.A', 'Zap']","['P.E.K.K.A', 'Lightning', 'Arrows', 'Bandit', 'Mirror', 'Inferno Tower', 'Archers', 'Zap']","[14, 12, 9, 12, 12, 13, 8, 13]","[9, 8, 14, 6, 7, 12, 14, 14]","[1552.0, 792.0, 0.0, 1176.0, 1832.0, 278.0, 2843.0, 0.0]",36.0,"[3125.0, 0.0, 0.0, 0.0, 0.0, 1922.0, 403.0, 0.0]",29.0
True,"['Elite Barbarians', 'Three Musketeers', 'Mirror', 'Elixir Collector', 'Knight', 'Minions', 'P.E.K.K.A', 'Zap']","['Inferno Tower', 'Hog Rider', 'Freeze', 'Fireball', 'Rocket', 'Mega Knight', 'Goblin Barrel', 'Valkyrie']","[14, 12, 9, 12, 12, 13, 8, 13]","[12, 12, 9, 12, 12, 6, 9, 12]","[1552.0, 792.0, 0.0, 1176.0, 1832.0, 278.0, 2843.0, 0.0]",36.0,"[1922.0, 1864.0, 95.0, 757.0, 0.0, 0.0, 167.0, 2190.0]",37.0
True,"['Elite Barbarians', 'Three Musketeers', 'Mirror', 'Elixir Collector', 'Knight', 'Minions', 'P.E.K.K.A', 'Zap']","['Ice Golem', 'Hog Rider', 'Musketeer', 'Fireball', 'Ice Spirit', 'Skeletons', 'Cannon', 'The Log']","[14, 12, 9, 12, 12, 13, 8, 13]","[11, 12, 12, 12, 14, 14, 14, 6]","[1552.0, 792.0, 0.0, 1176.0, 1832.0, 278.0, 2843.0, 0.0]",36.0,"[1197.0, 1864.0, 792.0, 757.0, 305.0, 108.0, 1186.0, 0.0]",21.0
True,"['Elite Barbarians', 'Three Musketeers', 'Mirror', 'Elixir Collector', 'Knight', 'Minions', 'P.E.K.K.A', 'Zap']","['Valkyrie', 'Rage', 'Goblin Barrel', 'Battle Ram', 'Spear Goblins', 'Balloon', 'Witch', 'Skeleton Army']","[14, 12, 9, 12, 12, 13, 8, 13]","[12, 9, 8, 12, 14, 9, 9, 9]","[1552.0, 792.0, 0.0, 1176.0, 1832.0, 278.0, 2843.0, 0.0]",36.0,"[2190.0, 0.0, 152.0, 1001.0, 176.0, 1396.0, 696.0, 67.0]",28.0
True,"['Elite Barbarians', 'Three Musketeers', 'Mirror', 'Elixir Collector', 'Knight', 'Minions', 'P.E.K.K.A', 'Zap']","['Elite Barbarians', 'Valkyrie', 'Hog Rider', 'Arrows', 'Dart Goblin', 'Tombstone', 'Bats', 'The Log']","[14, 12, 9, 12, 12, 13, 8, 13]","[14, 12, 12, 13, 12, 12, 12, 4]","[1552.0, 792.0, 0.0, 1176.0, 1832.0, 278.0, 2843.0, 0.0]",36.0,"[1552.0, 2190.0, 1864.0, 0.0, 286.0, 558.0, 89.0, 0.0]",27.0
True,"['Zap', 'Skeletons', 'Musketeer', 'The Log', 'Ice Spirit', 'Ice Golem', 'X-Bow', 'Knight']","['Mini P.E.K.K.A', 'Ram Rider', 'The Log', 'Magic Archer', 'Mega Knight', 'Freeze', 'Skeleton Army', 'Wizard']","[11, 11, 12, 5, 12, 10, 8, 13]","[12, 5, 4, 4, 5, 6, 8, 9]","[0.0, 81.0, 792.0, 0.0, 252.0, 1090.0, 1258.0, 2014.0]",21.0,"[1495.0, 0.0, 0.0, 0.0, 0.0, 72.0, 61.0, 598.0]",34.0
True,"['Zap', 'Skeletons', 'Musketeer', 'The Log', 'Ice Spirit', 'Ice Golem', 'X-Bow', 'Knight']","['Skeleton Army', 'Inferno Tower', 'Princess', 'Goblin Barrel', 'Fireball', 'Minions', 'The Log', 'Valkyrie']","[11, 11, 12, 5, 12, 10, 8, 13]","[9, 10, 6, 9, 12, 13, 5, 12]","[0.0, 81.0, 792.0, 0.0, 252.0, 1090.0, 1258.0, 2014.0]",21.0,"[67.0, 1592.0, 0.0, 167.0, 757.0, 278.0, 0.0, 2190.0]",27.0
True,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Prince', 'Skeleton Army', 'Balloon', 'Electro Wizard', 'Witch', 'Baby Dragon', 'Wizard', 'Inferno Dragon']","[6, 7, 3, 14, 8, 3, 7, 13]","[9, 7, 8, 3, 8, 6, 11, 3]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[1615.0, 56.0, 1270.0, 0.0, 634.0, 800.0, 720.0, 0.0]",35.0
True,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Wizard', 'Zap', 'Bats', 'Tesla', 'Baby Dragon', 'Elixir Golem', 'Skeleton Army', 'Royal Recruits']","[6, 7, 3, 14, 8, 3, 7, 13]","[10, 11, 12, 13, 7, 11, 7, 14]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[656.0, 0.0, 89.0, 1390.0, 880.0, 1696.0, 56.0, 318.0]",30.0
False,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Witch', 'Executioner', 'Skeleton Army', 'Mega Knight', 'Furnace', 'Prince', 'Bats', 'The Log']","[6, 7, 3, 14, 8, 3, 7, 13]","[8, 8, 7, 5, 12, 8, 14, 4]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[634.0, 873.0, 56.0, 0.0, 1328.0, 1470.0, 108.0, 0.0]",33.0
False,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Sparky', 'Electro Wizard', 'Tesla', 'Wizard', 'Goblin Barrel', 'Elite Barbarians', 'Skeleton Army', 'The Log']","[6, 7, 3, 14, 8, 3, 7, 13]","[5, 4, 14, 12, 9, 14, 7, 4]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[0.0, 0.0, 1525.0, 792.0, 167.0, 1552.0, 56.0, 0.0]",33.0
False,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Mirror', 'Elite Barbarians', 'Rascals', 'Tesla', 'Royal Giant', 'Fireball', 'Zap', 'Valkyrie']","[6, 7, 3, 14, 8, 3, 7, 13]","[9, 14, 14, 13, 14, 9, 11, 12]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[0.0, 1552.0, 0.0, 1390.0, 4068.0, 572.0, 0.0, 2190.0]",31.0
False,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Hog Rider', 'Goblin Gang', 'Mirror', 'Rage', 'Dart Goblin', 'Skeleton Army', 'Ice Spirit', 'Mini P.E.K.K.A']","[6, 7, 3, 14, 8, 3, 7, 13]","[12, 14, 6, 6, 10, 7, 12, 10]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[1864.0, 384.0, 0.0, 0.0, 237.0, 56.0, 252.0, 1239.0]",20.0
False,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Minion Horde', 'Mega Knight', 'Mirror', 'Balloon', 'Princess', 'Goblin Hut', 'Wizard', 'Barbarians']","[6, 7, 3, 14, 8, 3, 7, 13]","[14, 6, 9, 6, 6, 10, 12, 13]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[305.0, 0.0, 0.0, 1050.0, 0.0, 1418.0, 792.0, 809.0]",35.0
False,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Knight', 'Electro Wizard', 'The Log', 'Ice Wizard', 'Zap', 'P.E.K.K.A', 'Musketeer', 'Bomber']","[6, 7, 3, 14, 8, 3, 7, 13]","[13, 4, 4, 4, 14, 8, 11, 12]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[2014.0, 0.0, 0.0, 0.0, 0.0, 2843.0, 720.0, 528.0]",28.0
False,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Balloon', 'Wizard', 'Zap', 'The Log', 'Goblin Gang', 'Mega Knight', 'Valkyrie', 'Rage']","[6, 7, 3, 14, 8, 3, 7, 13]","[9, 11, 14, 4, 14, 5, 11, 8]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[1396.0, 720.0, 0.0, 0.0, 384.0, 0.0, 1992.0, 0.0]",30.0
True,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Prince', 'Hog Rider', 'Mini P.E.K.K.A', 'Zap', 'The Log', 'Skeleton Army', 'Dart Goblin', 'Wizard']","[6, 7, 3, 14, 8, 3, 7, 13]","[8, 12, 10, 13, 3, 7, 10, 10]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[1470.0, 1864.0, 1239.0, 0.0, 0.0, 56.0, 237.0, 656.0]",28.0
False,"['Skeleton Army', 'Witch', 'Electro Wizard', 'Bomber', 'Golem', 'The Log', 'Baby Dragon', 'Minions']","['Princess', 'P.E.K.K.A', 'Executioner', 'The Log', 'Bats', 'Goblin Gang', 'Furnace', 'Hog Rider']","[6, 7, 3, 14, 8, 3, 7, 13]","[4, 9, 8, 4, 14, 14, 11, 11]","[51.0, 576.0, 0.0, 637.0, 3872.0, 0.0, 880.0, 278.0]",32.0,"[0.0, 3125.0, 873.0, 0.0, 108.0, 384.0, 1208.0, 1696.0]",30.0
False,"['Rage', 'The Log', 'Tesla', 'Elite Barbarians', 'Magic Archer', 'Guards', 'Rocket', 'Electro Wizard']","['Zap', 'Executioner', 'Royal Ghost', 'Prince', 'P.E.K.K.A', 'Mirror', 'Goblin Gang', 'Minion Horde']","[4, 5, 12, 14, 4, 7, 11, 4]","[14, 9, 5, 9, 9, 9, 14, 14]","[0.0, 0.0, 1264.0, 1552.0, 0.0, 165.0, 0.0, 0.0]",31.0,"[0.0, 960.0, 0.0, 1615.0, 3125.0, 0.0, 384.0, 305.0]",30.0
False,"['Rage', 'The Log', 'Tesla', 'Elite Barbarians', 'Magic Archer', 'Guards', 'Rocket', 'Electro Wizard']","['Goblin Barrel', 'Skeleton Barrel', 'Inferno Tower', 'Princess', 'Skeleton Army', 'Knight', 'Dart Goblin', 'The Log']","[4, 5, 12, 14, 4, 7, 11, 4]","[7, 12, 9, 3, 6, 12, 11, 3]","[0.0, 0.0, 1264.0, 1552.0, 0.0, 165.0, 0.0, 0.0]",31.0,"[139.0, 843.0, 1452.0, 0.0, 51.0, 1832.0, 260.0, 0.0]",25.0
True,"['Rage', 'The Log', 'Tesla', 'P.E.K.K.A', 'Magic Archer', 'Guards', 'Rocket', 'Electro Wizard']","['X-Bow', 'Tesla', 'Ice Wizard', 'Tornado', 'The Log', 'Skeletons', 'Rocket', 'Knight']","[4, 5, 12, 8, 4, 7, 11, 4]","[9, 13, 5, 8, 4, 12, 12, 13]","[0.0, 0.0, 1264.0, 2843.0, 0.0, 165.0, 0.0, 0.0]",32.0,"[1383.0, 1390.0, 0.0, 0.0, 0.0, 89.0, 0.0, 2014.0]",28.0
False,"['Rage', 'The Log', 'Tesla', 'P.E.K.K.A', 'Magic Archer', 'Guards', 'Rocket', 'Electro Wizard']","['The Log', 'Mirror', 'Skeleton Army', 'Freeze', 'Balloon', 'Valkyrie', 'Tesla', 'Musketeer']","[4, 5, 12, 8, 4, 7, 11, 4]","[4, 8, 7, 5, 9, 12, 14, 10]","[0.0, 0.0, 1264.0, 2843.0, 0.0, 165.0, 0.0, 0.0]",32.0,"[0.0, 0.0, 56.0, 0.0, 1396.0, 2190.0, 1525.0, 656.0]",26.0
False,"['Rage', 'The Log', 'Tesla', 'P.E.K.K.A', 'Magic Archer', 'Guards', 'Rocket', 'Electro Wizard']","['Inferno Dragon', 'Valkyrie', 'Knight', 'Arrows', 'Bomber', 'Electro Wizard', 'Ice Spirit', 'Goblin Giant']","[4, 5, 12, 8, 4, 7, 11, 4]","[3, 10, 12, 12, 13, 4, 12, 7]","[0.0, 0.0, 1264.0, 2843.0, 0.0, 165.0, 0.0, 0.0]",32.0,"[0.0, 1814.0, 1832.0, 0.0, 580.0, 0.0, 252.0, 2163.0]",28.0
True,"['Rage', 'The Log', 'Tesla', 'P.E.K.K.A', 'Magic Archer', 'Guards', 'Rocket', 'Electro Wizard']","['Ice Wizard', 'Minion Horde', 'The Log', 'Princess', 'Elite Barbarians', 'Valkyrie', 'Witch', 'Arrows']","[4, 5, 12, 8, 4, 7, 11, 4]","[5, 14, 4, 5, 14, 11, 8, 13]","[0.0, 0.0, 1264.0, 2843.0, 0.0, 165.0, 0.0, 0.0]",32.0,"[0.0, 305.0, 0.0, 0.0, 1552.0, 1992.0, 634.0, 0.0]",31.0
False,"['Rage', 'The Log', 'Tesla', 'P.E.K.K.A', 'Magic Archer', 'Guards', 'Rocket', 'Electro Wizard']","['Skeleton Army', 'Ice Spirit', 'Knight', 'The Log', 'Hog Rider', 'Cannon', 'Witch', 'Fireball']","[4, 5, 12, 8, 4, 7, 11, 4]","[8, 12, 13, 4, 12, 13, 8, 11]","[0.0, 0.0, 1264.0, 2843.0, 0.0, 165.0, 0.0, 0.0]",32.0,"[61.0, 252.0, 2014.0, 0.0, 1864.0, 1081.0, 634.0, 689.0]",25.0
False,"['Rage', 'The Log', 'Tesla', 'P.E.K.K.A', 'Magic Archer', 'Guards', 'Rocket', 'Electro Wizard']","['Guards', 'The Log', 'Rocket', 'Inferno Tower', 'Princess', 'Valkyrie', 'Skeleton Barrel', 'Goblin Barrel']","[4, 5, 12, 8, 4, 7, 11, 4]","[7, 4, 11, 9, 5, 12, 12, 9]","[0.0, 0.0, 1264.0, 2843.0, 0.0, 165.0, 0.0, 0.0]",32.0,"[165.0, 0.0, 0.0, 1452.0, 0.0, 2190.0, 843.0, 167.0]",29.0
True,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Bats', 'Witch', 'Hog Rider', 'Cannon', 'Zap', 'Valkyrie', 'P.E.K.K.A', 'The Log']","[11, 9, 3, 3, 9, 3, 11, 3]","[11, 6, 9, 14, 11, 12, 7, 4]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[81.0, 524.0, 1408.0, 1186.0, 0.0, 2190.0, 2585.0, 0.0]",29.0
True,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Barbarians', 'Wizard', 'Mega Knight', 'Minion Horde', 'Royal Hogs', 'X-Bow', 'Valkyrie', 'Fireball']","[11, 9, 3, 3, 9, 3, 11, 3]","[14, 12, 6, 14, 10, 8, 12, 10]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[888.0, 792.0, 0.0, 305.0, 762.0, 1258.0, 2190.0, 627.0]",41.0
True,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Balloon', 'Minion Horde', 'Arrows', 'Skeleton Barrel', 'Skeleton Army', 'Giant Skeleton', 'Battle Ram', 'Clone']","[11, 9, 3, 3, 9, 3, 11, 3]","[8, 14, 13, 12, 7, 8, 11, 7]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[1270.0, 305.0, 0.0, 843.0, 56.0, 2541.0, 911.0, 0.0]",32.0
False,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Hog Rider', 'Valkyrie', 'Elite Barbarians', 'Arrows', 'Bats', 'Skeleton Army', 'Magic Archer', 'Electro Wizard']","[11, 9, 3, 3, 9, 3, 11, 3]","[12, 10, 14, 12, 12, 8, 3, 4]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[1864.0, 1814.0, 1552.0, 0.0, 89.0, 61.0, 0.0, 0.0]",30.0
False,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Skeleton Army', 'Furnace', 'Inferno Dragon', 'Valkyrie', 'Prince', 'Mega Knight', 'Wizard', 'Witch']","[11, 9, 3, 3, 9, 3, 11, 3]","[9, 12, 4, 10, 8, 5, 11, 8]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[67.0, 1328.0, 0.0, 1814.0, 1470.0, 0.0, 720.0, 634.0]",37.0
False,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Mini P.E.K.K.A', 'Baby Dragon', 'Musketeer', 'Goblin Barrel', 'Fireball', 'Dark Prince', 'Goblin Gang', 'Zap']","[11, 9, 3, 3, 9, 3, 11, 3]","[11, 7, 9, 8, 11, 8, 13, 14]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[1361.0, 880.0, 598.0, 152.0, 689.0, 181.0, 351.0, 0.0]",28.0
False,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Valkyrie', 'Executioner', 'Ram Rider', 'Freeze', 'Balloon', 'Clone', 'Skeleton Army', 'Zap']","[11, 9, 3, 3, 9, 3, 11, 3]","[12, 8, 5, 6, 6, 6, 8, 14]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[2190.0, 873.0, 0.0, 72.0, 1050.0, 0.0, 61.0, 0.0]",31.0
False,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Minion Horde', 'Fireball', 'Inferno Tower', 'The Log', 'Goblin Barrel', 'Miner', 'Princess', 'Skeleton Army']","[11, 9, 3, 3, 9, 3, 11, 3]","[13, 10, 10, 4, 8, 3, 3, 8]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[278.0, 627.0, 1592.0, 0.0, 152.0, 0.0, 0.0, 61.0]",28.0
True,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Lumberjack', 'Skeleton Army', 'Balloon', 'Bandit', 'Knight', 'Wizard', 'Valkyrie', 'Magic Archer']","[11, 9, 3, 3, 9, 3, 11, 3]","[5, 8, 9, 4, 14, 11, 11, 4]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[0.0, 61.0, 1396.0, 0.0, 2210.0, 720.0, 1992.0, 0.0]",31.0
True,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Wizard', 'Mega Knight', 'Princess', 'Balloon', 'Lumberjack', 'Electro Wizard', 'Skeleton Army', 'Inferno Dragon']","[11, 9, 3, 3, 9, 3, 11, 3]","[10, 4, 3, 8, 3, 3, 6, 3]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[656.0, 0.0, 0.0, 1270.0, 0.0, 0.0, 51.0, 0.0]",35.0
False,"['Arrows', 'Inferno Tower', 'The Log', 'Electro Wizard', 'Prince', 'Princess', 'Wizard', 'Mega Knight']","['Magic Archer', 'Knight', 'Tesla', 'Cannon Cart', 'P.E.K.K.A', 'Electro Wizard', 'Zap', 'The Log']","[11, 9, 3, 3, 9, 3, 11, 3]","[4, 13, 12, 7, 9, 3, 12, 3]","[0.0, 1452.0, 0.0, 0.0, 1615.0, 0.0, 720.0, 0.0]",34.0,"[0.0, 2014.0, 1264.0, 613.0, 3125.0, 0.0, 0.0, 0.0]",31.0
False,"['Witch', 'Baby Dragon', 'Electro Wizard', 'Goblin Barrel', 'Skeleton Army', 'Mega Knight', 'Knight', 'Fireball']","['Ram Rider', 'Valkyrie', 'Electro Wizard', 'Mega Knight', 'Arrows', 'Wizard', 'Witch', 'Prince']","[7, 8, 5, 7, 7, 4, 13, 11]","[4, 9, 3, 3, 14, 10, 8, 7]","[576.0, 968.0, 0.0, 139.0, 56.0, 0.0, 2014.0, 689.0]",33.0,"[0.0, 1654.0, 0.0, 0.0, 0.0, 656.0, 634.0, 1336.0]",38.0
False,"['Witch', 'Baby Dragon', 'Electro Wizard', 'Goblin Barrel', 'Skeleton Army', 'Mega Knight', 'Knight', 'Fireball']","['Royal Giant', 'P.E.K.K.A', 'Musketeer', 'Ice Wizard', 'Knight', 'Fireball', 'Zap', 'Cannon']","[7, 8, 5, 7, 7, 4, 13, 11]","[12, 9, 11, 4, 13, 12, 14, 13]","[576.0, 968.0, 0.0, 139.0, 56.0, 0.0, 2014.0, 689.0]",33.0,"[3372.0, 3125.0, 720.0, 0.0, 2014.0, 757.0, 0.0, 1081.0]",32.0
True,"['Witch', 'Baby Dragon', 'Electro Wizard', 'Goblin Barrel', 'Skeleton Army', 'Mega Knight', 'Knight', 'Fireball']","['Wizard', 'Bandit', 'Minions', 'Zap', 'Lumberjack', 'Giant Skeleton', 'Electro Wizard', 'Ice Wizard']","[7, 8, 5, 7, 7, 4, 13, 11]","[10, 2, 13, 12, 2, 9, 3, 3]","[576.0, 968.0, 0.0, 139.0, 56.0, 0.0, 2014.0, 689.0]",33.0,"[656.0, 0.0, 278.0, 0.0, 0.0, 2793.0, 0.0, 0.0]",30.0
True,"['Witch', 'Baby Dragon', 'Electro Wizard', 'Goblin Barrel', 'Skeleton Army', 'Mega Knight', 'Knight', 'Fireball']","['Skeletons', 'The Log', 'Zap', 'Ice Spirit', 'Goblin Barrel', 'Fireball', 'Knight', 'Wizard']","[7, 8, 5, 7, 7, 4, 13, 11]","[11, 4, 11, 10, 6, 9, 14, 10]","[576.0, 968.0, 0.0, 139.0, 56.0, 0.0, 2014.0, 689.0]",33.0,"[81.0, 0.0, 0.0, 209.0, 126.0, 572.0, 2210.0, 656.0]",21.0
False,"['Witch', 'Baby Dragon', 'Electro Wizard', 'Goblin Barrel', 'Skeleton Army', 'Mega Knight', 'Knight', 'Fireball']","['Witch', 'Mega Knight', 'Electro Wizard', 'The Log', 'Zap', 'Baby Dragon', 'Goblin Barrel', 'Mini P.E.K.K.A']","[7, 8, 5, 7, 7, 4, 13, 11]","[7, 4, 3, 3, 10, 7, 7, 9]","[576.0, 968.0, 0.0, 139.0, 56.0, 0.0, 2014.0, 689.0]",33.0,"[576.0, 0.0, 0.0, 0.0, 0.0, 880.0, 139.0, 1129.0]",31.0
False,"['Balloon', 'Witch', 'Mega Knight', 'Baby Dragon', 'Mini P.E.K.K.A', 'Arrows', 'Valkyrie', 'Electro Wizard']","['Mega Knight', 'Elite Barbarians', 'Baby Dragon', 'Skeleton Army', 'Goblin Barrel', 'Fireball', 'Wizard', 'The Log']","[7, 8, 6, 8, 11, 13, 11, 4]","[4, 13, 7, 9, 7, 10, 10, 4]","[1155.0, 634.0, 0.0, 968.0, 1361.0, 0.0, 1992.0, 0.0]",36.0,"[0.0, 1415.0, 880.0, 67.0, 139.0, 627.0, 656.0, 0.0]",34.0
True,"['Balloon', 'Witch', 'Mega Knight', 'Baby Dragon', 'Mini P.E.K.K.A', 'Arrows', 'Valkyrie', 'Electro Wizard']","['Ram Rider', 'Knight', 'Minions', 'The Log', 'Archers', 'Bandit', 'Electro Wizard', 'Fireball']","[7, 8, 6, 8, 11, 13, 11, 4]","[4, 14, 13, 3, 13, 3, 3, 11]","[1155.0, 634.0, 0.0, 968.0, 1361.0, 0.0, 1992.0, 0.0]",36.0,"[0.0, 2210.0, 278.0, 0.0, 367.0, 0.0, 0.0, 689.0]",27.0
