type,gameMode,crowns1,startingTrophies2,crowns2,deck1,deck2,avg_cards_level_1,avg_cards_level_2,avg_cards_level_diff,crowns_won,2_won
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6237.0,0,"['Knight', 'Princess', 'Skeleton Army', 'Inferno Tower', 'Rocket', 'Dart Goblin', 'Goblin Barrel', 'The Log']","['Hog Rider', 'Electro Wizard', 'Zap', 'Tesla', 'Knight', 'Arrows', 'Executioner', 'Mini P.E.K.K.A']",13.5,14.0,0.5,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6308.0,1,"['Knight', 'Princess', 'Skeleton Army', 'Inferno Tower', 'Rocket', 'Dart Goblin', 'Goblin Barrel', 'The Log']","['Zap', 'Bats', 'Minions', 'Tornado', 'Fireball', 'Executioner', 'P.E.K.K.A', 'Mega Knight']",13.5,13.625,0.125,1,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,6019.0,0,"['Inferno Tower', 'The Log', 'Princess', 'Dart Goblin', 'Skeleton Barrel', 'Knight', 'Goblin Barrel', 'Skeleton Army']","['The Log', 'Rocket', 'Executioner', 'Skeleton Army', 'Mega Knight', 'Minion Horde', 'Witch', 'Royal Hogs']",13.375,14.0,0.625,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6104.0,0,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Bats', 'Tesla', 'Fireball', 'Dark Prince', 'Musketeer', 'Mega Knight', 'Dart Goblin', 'Valkyrie']",13.75,14.0,0.25,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6096.0,3,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Goblin Barrel', 'Hog Rider', 'Arrows', 'Bomber', 'Dart Goblin', 'Elite Barbarians', 'Wizard', 'Valkyrie']",13.75,14.0,0.25,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6065.0,0,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Ice Golem', 'Dart Goblin', 'Skeletons', 'Rocket', 'Tesla', 'The Log', 'Ice Spirit', 'Royal Delivery']",13.75,13.125,-0.625,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6087.0,3,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Minion Horde', 'Mini P.E.K.K.A', 'Valkyrie', 'Elixir Golem', 'Rage', 'Rocket', 'Arrows', 'Bats']",13.75,14.0,0.25,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6059.0,1,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Zap', 'Elite Barbarians', 'Wizard', 'Balloon', 'Electro Wizard', 'Prince', 'Valkyrie', 'Skeleton Army']",13.75,13.875,0.125,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6030.0,1,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Goblin Barrel', 'Mini P.E.K.K.A', 'Knight', 'Skeleton Army', 'Princess', 'Golden Knight', 'Ram Rider', 'Firecracker']",13.75,13.375,-0.375,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6021.0,0,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Tornado', 'Electro Wizard', 'Tesla', 'Hog Rider', 'Rocket', 'Valkyrie', 'Skeletons', 'The Log']",13.75,13.125,-0.625,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6057.0,1,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Ice Wizard', 'Valkyrie', 'Skeletons', 'The Log', 'Rocket', 'Goblin Barrel', 'Tornado', 'Tesla']",13.75,13.875,0.125,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6062.0,3,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['The Log', 'Mega Knight', 'Golden Knight', 'Bats', 'Princess', 'Electro Giant', 'Skeleton Army', 'Ram Rider']",13.75,14.0,0.25,2,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,6023.0,0,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Wizard', 'The Log', 'Hog Rider', 'Goblin Barrel', 'Knight', 'Goblin Gang', 'Ice Golem', 'Valkyrie']",13.75,13.125,-0.625,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6054.0,1,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Minion Horde', 'Goblin Hut', 'Mirror', 'Bandit', 'Skeleton Army', 'Valkyrie', 'Witch', 'Musketeer']",13.75,14.0,0.25,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6080.0,2,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Executioner', 'Bomber', 'Minions', 'Clone', 'Golem', 'Night Witch', 'Archer Queen', 'Rage']",13.75,13.75,0.0,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6132.0,2,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Skeleton Army', 'P.E.K.K.A', 'Arrows', 'Elixir Golem', 'Valkyrie', 'Minion Horde', 'Wizard', 'Rocket']",13.75,14.0,0.25,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6060.0,1,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Elite Barbarians', 'Balloon', 'Lumberjack', 'Wizard', 'Witch', 'Ice Spirit', 'Freeze', 'The Log']",13.75,13.875,0.125,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6043.0,1,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['P.E.K.K.A', 'The Log', 'Skeleton Army', 'Balloon', 'Wizard', 'Rage', 'Minions', 'Princess']",13.75,13.625,-0.125,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,6004.0,2,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Golem', 'Inferno Dragon', 'Ice Spirit', 'Zap', 'Golden Knight', 'Goblin Gang', 'Princess', 'The Log']",13.75,13.0,-0.75,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6047.0,3,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Ice Wizard', 'P.E.K.K.A', 'X-Bow', 'Arrows', 'Skeleton Army', 'Mega Knight', 'Musketeer', 'Hunter']",13.75,13.25,-0.5,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6064.0,1,"['Freeze', 'Mega Knight', 'Balloon', 'Tesla', 'Wizard', 'Firecracker', 'Minion Horde', 'Valkyrie']","['Skeletons', 'Archers', 'Valkyrie', 'Fireball', 'P.E.K.K.A', 'Arrows', 'Tombstone', 'Mother Witch']",13.75,12.75,-1.0,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6072.0,3,"['Goblin Giant', 'Miner', 'Zap', 'Minion Horde', 'Sparky', 'Spear Goblins', 'Dark Prince', 'Bats']","['Golem', 'Minion Horde', 'Sparky', 'Magic Archer', 'Bats', 'Valkyrie', 'Arrows', 'Wizard']",11.875,14.0,2.125,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6099.0,1,"['Goblin Giant', 'Miner', 'Zap', 'Minion Horde', 'Sparky', 'Spear Goblins', 'Dark Prince', 'Bats']","['Skeletons', 'Tesla', 'Executioner', 'Fireball', 'Zap', 'Knight', 'P.E.K.K.A', 'Hog Rider']",11.875,13.75,1.875,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6148.0,3,"['Goblin Giant', 'Miner', 'Zap', 'Minion Horde', 'Sparky', 'Spear Goblins', 'Dark Prince', 'Bats']","['Bats', 'P.E.K.K.A', 'Goblin Barrel', 'Goblin Gang', 'Fireball', 'Princess', 'The Log', 'Spear Goblins']",11.875,13.875,2.0,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6080.0,0,"['Goblin Giant', 'Miner', 'Zap', 'Minion Horde', 'Sparky', 'Spear Goblins', 'Dark Prince', 'Bats']","['Barbarians', 'Wizard', 'P.E.K.K.A', 'Valkyrie', 'Princess', 'Mini P.E.K.K.A', 'Elite Barbarians', 'Inferno Dragon']",11.875,14.0,2.125,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6063.0,1,"['Goblin Giant', 'Miner', 'Zap', 'Minion Horde', 'Sparky', 'Spear Goblins', 'Dark Prince', 'Bats']","['Princess', 'The Log', 'Ice Wizard', 'Goblin Barrel', 'Bomber', 'Zap', 'Witch', 'P.E.K.K.A']",11.875,13.75,1.875,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,6011.0,0,"['Goblin Giant', 'Miner', 'Zap', 'Minion Horde', 'Sparky', 'Spear Goblins', 'Dark Prince', 'Bats']","['Goblin Cage', 'Wizard', 'Giant', 'Earthquake', 'The Log', 'Bandit', 'Knight', 'Dart Goblin']",11.875,10.75,-1.125,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6000.0,0,"['Goblin Giant', 'Miner', 'Zap', 'Minion Horde', 'Sparky', 'Spear Goblins', 'Dark Prince', 'Bats']","['Wizard', 'Witch', 'Clone', 'Tornado', 'Skeleton Barrel', 'Giant Skeleton', 'P.E.K.K.A', 'Electro Wizard']",11.875,11.625,-0.25,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6018.0,1,"['Goblin Giant', 'Miner', 'Zap', 'Minion Horde', 'Sparky', 'Spear Goblins', 'Dark Prince', 'Bats']","['Skeleton Army', 'Goblin Barrel', 'Valkyrie', 'Mini P.E.K.K.A', 'Inferno Tower', 'Wizard', 'Mirror', 'Arrows']",11.875,14.0,2.125,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6000.0,0,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Wizard', 'Electro Giant', 'Elite Barbarians', 'Goblin Gang', 'Furnace', 'Goblins', 'Barbarians', 'Baby Dragon']",14.0,13.25,-0.75,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6021.0,1,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Archers', 'Knight', 'Fireball', 'Tesla', 'X-Bow', 'Skeletons', 'The Log', 'Ice Spirit']",14.0,13.5,-0.5,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6039.0,2,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Mighty Miner', 'Goblins', 'Goblin Gang', 'Dart Goblin', 'Royal Recruits', 'Wall Breakers', 'Skeleton Barrel', 'Rocket']",14.0,13.0,-1.0,2,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6030.0,0,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Hog Rider', 'Goblin Gang', 'Cannon', 'Valkyrie', 'Fireball', 'Tornado', 'Archer Queen', 'Lumberjack']",14.0,12.625,-1.375,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6030.0,2,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Elite Barbarians', 'Dart Goblin', 'Hog Rider', 'Zap', 'Knight', 'Ice Spirit', 'Fireball', 'Executioner']",14.0,14.0,0.0,2,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,6034.0,0,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Fireball', 'Baby Dragon', 'Mega Knight', 'Princess', 'The Log', 'Mega Minion', 'Electro Dragon', 'Bats']",14.0,14.0,0.0,-3,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6000.0,1,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Valkyrie', 'Wizard', 'Arrows', 'Ram Rider', 'Skeleton Army', 'Princess', 'Minions', 'Baby Dragon']",14.0,14.0,0.0,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6000.0,2,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Electro Giant', 'Zap', 'Mirror', 'Goblin Gang', 'Minions', 'Firecracker', 'The Log', 'Princess']",14.0,12.75,-1.25,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6000.0,1,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Golden Knight', 'Zap', 'Executioner', 'Fireball', 'P.E.K.K.A', 'Furnace', 'Hog Rider', 'Ice Spirit']",14.0,12.625,-1.375,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6006.0,2,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Mini P.E.K.K.A', 'Electro Giant', 'Firecracker', 'Sparky', 'Royal Hogs', 'Wizard', 'Rage', 'Hog Rider']",14.0,14.0,0.0,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6033.0,1,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Royal Ghost', 'Firecracker', 'Goblin Barrel', 'Dark Prince', 'Bomber', 'The Log', 'Royal Hogs', 'Dart Goblin']",14.0,14.0,0.0,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6068.0,1,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Hog Rider', 'Valkyrie', 'Firecracker', 'Electro Spirit', 'Skeletons', 'Cannon', 'The Log', 'Earthquake']",14.0,14.0,0.0,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6095.0,3,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Bomber', 'Electro Wizard', 'Prince', 'Fireball', 'Wizard', 'Ram Rider', 'Valkyrie', 'Tornado']",14.0,13.375,-0.625,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6087.0,1,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Bowler', 'Balloon', 'Tornado', 'Skeleton Army', 'Valkyrie', 'Electro Wizard', 'Wall Breakers', 'Wizard']",14.0,13.875,-0.125,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6062.0,1,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Tesla', 'Arrows', 'Fireball', 'Elite Barbarians', 'Skeletons', 'Ram Rider', 'Valkyrie', 'Ice Wizard']",14.0,14.0,0.0,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",2,6000.0,0,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Bandit', 'The Log', 'Dart Goblin', 'Electro Wizard', 'Baby Dragon', 'Fireball', 'P.E.K.K.A', 'Ram Rider']",14.0,12.5,-1.5,-2,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,6033.0,2,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Valkyrie', 'Hog Rider', 'Mirror', 'Inferno Dragon', 'Elite Barbarians', 'Furnace', 'Three Musketeers', 'Arrows']",14.0,13.625,-0.375,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,6032.0,3,"['Baby Dragon', 'The Log', 'Valkyrie', 'Mini P.E.K.K.A', 'Fireball', 'Giant', 'Poison', 'Princess']","['Balloon', 'Cannon Cart', 'Minions', 'Hog Rider', 'Mega Knight', 'Electro Wizard', 'Zap', 'Arrows']",14.0,14.0,0.0,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5785.0,1,"['Hog Rider', 'Golden Knight', 'Firecracker', 'Bats', 'Tesla', 'The Log', 'Skeletons', 'Ice Spirit']","['Dark Prince', 'Witch', 'Barbarian Barrel', 'Zap', 'Giant', 'Inferno Tower', 'Bats', 'Golden Knight']",12.625,12.75,0.125,1,1
PvP,"{'id': 72000006, 'name': 'Ladder'}",0,5804.0,1,"['Hog Rider', 'Golden Knight', 'Firecracker', 'Bats', 'Tesla', 'The Log', 'Skeletons', 'Ice Spirit']","['Ram Rider', 'Lumberjack', 'Fireball', 'Goblin Gang', 'Executioner', 'Fire Spirit', 'Tesla', 'Zap']",12.625,14.0,1.375,1,1
PvP,"{'id': 72000006, 'name': 'Ladder'}",1,5751.0,0,"['Hog Rider', 'Golden Knight', 'Firecracker', 'Bats', 'Tesla', 'The Log', 'Skeletons', 'Ice Spirit']","['Mini P.E.K.K.A', 'Witch', 'The Log', 'Skeleton Army', 'Mega Knight', 'Ram Rider', 'Firecracker', 'Wall Breakers']",12.625,13.875,1.25,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",0,5832.0,3,"['Hog Rider', 'Golden Knight', 'Firecracker', 'Bats', 'Tesla', 'The Log', 'Skeletons', 'Ice Spirit']","['Valkyrie', 'Knight', 'Baby Dragon', 'Firecracker', 'Cannon', 'Inferno Dragon', 'Princess', 'Bats']",12.625,13.625,1.0,3,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",0,5824.0,1,"['Hog Rider', 'Golden Knight', 'Firecracker', 'Bats', 'Tesla', 'The Log', 'Skeletons', 'Ice Spirit']","['Goblin Gang', 'Fireball', 'Hog Rider', 'Goblin Barrel', 'The Log', 'Inferno Tower', 'Electro Wizard', 'Skeleton Army']",12.625,13.25,0.625,1,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",2,5784.0,1,"['Hog Rider', 'Golden Knight', 'Firecracker', 'Bats', 'Tesla', 'The Log', 'Skeletons', 'Ice Spirit']","['Elixir Golem', 'Wizard', 'Fireball', 'Inferno Dragon', 'Electro Wizard', 'Witch', 'Valkyrie', 'Sparky']",12.625,13.125,0.5,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,5677.0,1,"['Arrows', 'Guards', 'Minion Horde', 'Freeze', 'Fireball', 'Prince', 'Wizard', 'Bats']","['Goblin Barrel', 'Zap', 'Skeleton Army', 'Fireball', 'Golem', 'Musketeer', 'Minions', 'Valkyrie']",13.625,13.375,-0.25,-2,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5603.0,0,"['Arrows', 'Guards', 'Minion Horde', 'Freeze', 'Fireball', 'Prince', 'Wizard', 'Bats']","['Firecracker', 'Skeletons', 'Ice Spirit', 'Fireball', 'Tesla', 'The Log', 'X-Bow', 'Knight']",13.625,12.5,-1.125,-1,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5670.0,2,"['Arrows', 'Guards', 'Minion Horde', 'Freeze', 'Fireball', 'Prince', 'Wizard', 'Bats']","['Electro Wizard', 'Valkyrie', 'Archers', 'Skeleton Barrel', 'Goblin Gang', 'Wall Breakers', 'Arrows', 'Mega Knight']",13.625,11.875,-1.75,2,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5698.0,2,"['Arrows', 'Guards', 'Minion Horde', 'Freeze', 'Fireball', 'Prince', 'Wizard', 'Bats']","['Three Musketeers', 'Princess', 'The Log', 'Hog Rider', 'Fireball', 'Mini P.E.K.K.A', 'Zap', 'Guards']",13.625,12.375,-1.25,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5715.0,2,"['Arrows', 'Guards', 'Minion Horde', 'Freeze', 'Fireball', 'Prince', 'Wizard', 'Bats']","['Mega Knight', 'Wizard', 'Royal Giant', 'Skeleton Army', 'Inferno Dragon', 'Bats', 'Rage', 'Giant Snowball']",13.625,13.5,-0.125,2,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",3,5677.0,1,"['Arrows', 'Guards', 'Minion Horde', 'Freeze', 'Fireball', 'Prince', 'Wizard', 'Bats']","['Hog Rider', 'Bandit', 'Dark Prince', 'Bats', 'Mega Knight', 'Firecracker', 'Wall Breakers', 'Zap']",13.625,11.875,-1.75,-2,0
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5721.0,1,"['Arrows', 'Guards', 'Minion Horde', 'Freeze', 'Fireball', 'Prince', 'Wizard', 'Bats']","['Golden Knight', 'Dart Goblin', 'Zap', 'Witch', 'Bats', 'Goblin Gang', 'Arrows', 'Fireball']",13.625,13.0,-0.625,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",1,5711.0,2,"['Mega Knight', 'Skeleton Army', 'Hog Rider', 'Wizard', 'Valkyrie', 'Rage', 'Minion Horde', 'Witch']","['Firecracker', 'Elixir Golem', 'Earthquake', 'Miner', 'Mother Witch', 'Bowler', 'Wizard', 'Mighty Miner']",14.0,13.375,-0.625,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5592.0,1,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Skeleton Army', 'Bandit', 'Royal Ghost', 'Barbarian Barrel', 'Witch', 'Bats', 'P.E.K.K.A', 'Fireball']",14.0,12.75,-1.25,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5616.0,1,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Dart Goblin', 'Royal Ghost', 'Goblin Gang', 'Baby Dragon', 'Goblin Hut', 'Goblins', 'Mini P.E.K.K.A', 'Battle Ram']",14.0,13.5,-0.5,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5598.0,1,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Elixir Golem', 'Skeleton Army', 'Minion Horde', 'Witch', 'Rage', 'Firecracker', 'Bomber', 'Mirror']",14.0,13.875,-0.125,1,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5622.0,3,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Mighty Miner', 'Wizard', 'Royal Delivery', 'The Log', 'Fire Spirit', 'Electro Wizard', 'Ice Wizard', 'Mortar']",14.0,14.0,0.0,3,1
PvP,"{'id': 72000201, 'name': 'Ladder_CrownRush'}",0,5687.0,3,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Valkyrie', 'Skeleton Army', 'Hog Rider', 'Skeleton King', 'Arrows', 'Goblin Gang', 'Prince', 'Wizard']",14.0,13.625,-0.375,3,1
PvP,"{'id': 72000006, 'name': 'Ladder'}",3,5676.0,0,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Zap', 'Mini P.E.K.K.A', 'Baby Dragon', 'Skeleton Army', 'Rocket', 'Hog Rider', 'Minion Horde', 'Electro Wizard']",14.0,14.0,0.0,-3,0
PvP,"{'id': 72000006, 'name': 'Ladder'}",0,5711.0,3,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Firecracker', 'Giant Skeleton', 'The Log', 'Hog Rider', 'Goblin Barrel', 'Skeleton Army', 'Electro Wizard', 'Princess']",14.0,12.5,-1.5,3,1
PvP,"{'id': 72000006, 'name': 'Ladder'}",0,5695.0,1,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Arrows', 'Fireball', 'Mini P.E.K.K.A', 'Musketeer', 'Rage', 'Knight', 'Giant', 'Wizard']",14.0,13.125,-0.875,1,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",0,5714.0,1,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Skeleton Barrel', 'Mirror', 'Valkyrie', 'Wizard', 'Fireball', 'Hog Rider', 'Skeleton Army', 'Baby Dragon']",14.0,14.0,0.0,1,1
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,5701.0,0,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Hunter', 'The Log', 'Golem', 'Guards', 'Valkyrie', 'Electro Wizard', 'Lightning', 'Electro Dragon']",14.0,13.75,-0.25,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,5675.0,0,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Goblin Barrel', 'Arrows', 'Balloon', 'Electro Wizard', 'Bats', 'Executioner', 'Rage', 'Valkyrie']",14.0,13.375,-0.625,-1,0
PvP,"{'id': 72000044, 'name': 'Ladder_GoldRush'}",1,5651.0,0,"['Fireball', 'Wizard', 'Minion Horde', 'Arrows', 'Baby Dragon', 'Valkyrie', 'Elite Barbarians', 'Barbarians']","['Dart Goblin', 'Arrows', 'The Log', 'Minions', 'Ice Wizard', 'Wizard', 'Mega Knight', 'Mini P.E.K.K.A']",14.0,13.875,-0.125,-1,0
